EventBaseCode,EventRootCode,mapping_level,is_direct_trade,domain,weight
185,18,root_fallback,False,economy,0.0
185,18,root_fallback,False,law,0.0
185,18,root_fallback,False,politics,0.0
185,18,root_fallback,False,security,0.8
185,18,root_fallback,False,society_humanitarian,0.2
186,18,root_fallback,False,diplomacy,0.0
186,18,root_fallback,False,economy,0.0
186,18,root_fallback,False,law,0.0
186,18,root_fallback,False,politics,0.0
186,18,root_fallback,False,security,0.8
186,18,root_fallback,False,society_humanitarian,0.2
190,19,root_fallback,False,diplomacy,0.0
190,19,root_fallback,False,economy,0.0
190,19,root_fallback,False,law,0.0
190,19,root_fallback,False,politics,0.0
190,19,root_fallback,False,security,0.9
190,19,root_fallback,False,society_humanitarian,0.1
191,19,root_fallback,False,diplomacy,0.0
191,19,root_fallback,False,economy,0.0
191,19,root_fallback,False,law,0.0
191,19,root_fallback,False,politics,0.0
191,19,root_fallback,False,security,0.9
191,19,root_fallback,False,society_humanitarian,0.1
192,19,root_fallback,False,diplomacy,0.0
192,19,root_fallback,False,economy,0.0
192,19,root_fallback,False,law,0.0
192,19,root_fallback,False,politics,0.0
192,19,root_fallback,False,security,0.9
192,19,root_fallback,False,society_humanitarian,0.1
193,19,root_fallback,False,diplomacy,0.0
193,19,root_fallback,False,economy,0.0
193,19,root_fallback,False,law,0.0
193,19,root_fallback,False,politics,0.0
193,19,root_fallback,False,security,0.9
193,19,root_fallback,False,society_humanitarian,0.1
194,19,root_fallback,False,diplomacy,0.0
194,19,root_fallback,False,economy,0.0
194,19,root_fallback,False,law,0.0
194,19,root_fallback,False,politics,0.0
194,19,root_fallback,False,security,0.9
194,19,root_fallback,False,society_humanitarian,0.1
195,19,root_fallback,False,diplomacy,0.0
195,19,root_fallback,False,economy,0.0
195,19,root_fallback,False,law,0.0
195,19,root_fallback,False,politics,0.0
195,19,root_fallback,False,security,0.9
195,19,root_fallback,False,society_humanitarian,0.1
196,19,root_fallback,False,diplomacy,0.0
196,19,root_fallback,False,economy,0.0
196,19,root_fallback,False,law,0.0
196,19,root_fallback,False,politics,0.0
196,19,root_fallback,False,security,0.9
196,19,root_fallback,False,society_humanitarian,0.1
201,20,root_fallback,False,diplomacy,0.0
201,20,root_fallback,False,economy,0.0
201,20,root_fallback,False,law,0.0
201,20,root_fallback,False,politics,0.0
201,20,root_fallback,False,security,0.7
201,20,root_fallback,False,society_humanitarian,0.3
202,20,root_fallback,False,diplomacy,0.0
202,20,root_fallback,False,economy,0.0
202,20,root_fallback,False,law,0.0
202,20,root_fallback,False,politics,0.0
202,20,root_fallback,False,security,0.7
202,20,root_fallback,False,society_humanitarian,0.3
