month,country,domain,data_status,preference_update_impact,weekly_variation,weekly_peak,weekly_recent
201906,CN,society_humanitarian,observed,1.2226333306311281,1.1720459379445118,0.7522713402427088,0.3472162453706953
201906,US,diplomacy,observed,1.4114873561951342,1.3051628251140146,1.0835714522133169,0.9249801489072109
201906,US,economy,observed,2.5531178839330453,1.8609873486901938,2.1837013388247186,1.3600211111964708
201906,US,law,observed,-0.9736662137492478,1.2708768170547218,0.7881579991258715,-0.7881579991258715
201906,US,politics,observed,-0.1253182370253706,0.5807074595831601,0.37850885278301677,-0.37850885278301677
201906,US,security,observed,-1.3230456748465724,1.103284856520757,0.8612353367385955,-0.7483200528731623
201906,US,society_humanitarian,observed,1.1316868651431542,0.7304792195559064,0.5410229759291282,0.34582426918816983
201907,CN,diplomacy,observed,1.2236530042171996,0.6712651201182518,1.0061423505848535,0.49909397634458935
201907,CN,economy,observed,1.9085472707222566,2.2010853325463575,1.9889380537832237,0.962702842538929
201907,CN,law,observed,-1.2142219800177283,1.0556165216601792,0.9704027423752702,-0.9704027423752702
201907,CN,politics,observed,-0.6850523567728961,1.3473623736031157,0.8377923520234878,-0.8377923520234878
201907,CN,security,observed,-0.4754252167706391,2.8824578239416714,1.100620445869796,-1.100620445869796
201907,CN,society_humanitarian,observed,0.8749980950371874,1.6572262260926363,0.6500678860896145,0.5363014574627619
201907,US,diplomacy,observed,1.5141328173926367,0.49246791612258334,1.0995978729722893,0.8121262509837204
201907,US,economy,observed,2.3143084737152217,0.7767472573112753,1.8607401252673914,1.8607401252673914
201907,US,law,observed,-0.7353516911124917,0.34645880806571394,0.4569485450981327,-0.36206668111539836
201907,US,politics,observed,0.1329110292969401,0.21453969971649797,0.14853731657166608,0.11724480719578194
201907,US,security,observed,-0.4680214646698557,1.4849384541282453,0.4627746816241947,-0.332896297601507
201907,US,society_humanitarian,observed,1.0320439409475681,0.7508796140729119,0.598432183532022,0.3425609156335146
201908,CN,diplomacy,observed,0.9459403967846157,2.1228559147678636,0.9019171925242683,0.9019171925242683
201908,CN,economy,observed,2.145491839021271,2.5898737067356974,2.349060344026868,2.349060344026868
201908,CN,law,observed,-0.952056868472434,0.6417896738294796,0.6969485686291602,-0.6969485686291602
201908,CN,politics,observed,-0.43627926393205674,1.1457709771555944,0.553983615705814,-0.04807853268109566
201908,CN,security,observed,-0.9354538537253356,0.9360706236468965,0.6898795211186854,-0.5442288075391217
201908,CN,society_humanitarian,observed,1.0871011800487111,0.6749803455826996,0.591400269603874,0.591400269603874
201908,US,diplomacy,observed,1.4645820577403272,2.8348945023111582,1.5052111650734774,1.0598952780966573
201908,US,economy,observed,2.4185363417235086,3.043440404033795,2.035577552731153,2.035577552731153
